order_id,cust_id,store_id,order_date,order_status,gross_total,discount_amount,net_total,payment_mode_id
6287,13495,98,2025-11-24,Shipped,286902.82,69965.73,216937.09,8
6288,32223,160,2024-02-01,Shipped,348636.6,33169.9,315466.7,9
6289,41642,163,2024-05-21,Delivered,21054.76,0.0,21054.76,6
6290,44177,143,2024-11-12,Delivered,440634.48,2241.71,438392.77,3
6291,40288,114,2025-12-31,Processing,2263.76,0.0,2263.76,1
6292,536,50,2025-10-26,Failed,13822.39,2829.12,10993.27,5
6293,15188,82,2026-01-04,Delivered,103362.87,0.0,103362.87,5
6294,1872,155,2025-11-09,Delivered,89835.24,0.0,89835.24,9
6295,47892,43,2024-03-26,Shipped,373367.35,0.0,373367.35,3
6296,27048,171,2025-03-25,Out for Delivery,41940.49,964.98,40975.51,1
6297,10164,139,2025-05-18,Delivered,31571.46,0.0,31571.46,7
6298,36539,7,2025-10-13,Failed,310155.94,234.3,309921.64,5
6299,39835,141,2024-09-02,Delivered,46261.13,0.0,46261.13,7
6300,15143,162,2025-04-22,Delivered,38555.31,838.13,37717.18,1
6301,14856,152,2024-07-17,Delivered,127948.02,247.85,127700.17,9
6302,32438,30,2024-04-24,Delivered,12461.49,2492.3,9969.19,1
6303,2631,24,2024-11-09,Returned,17226.74,0.0,17226.74,9
6304,1020,77,2024-07-23,Shipped,4252.14,0.0,4252.14,9
6305,46407,79,2024-05-19,Delivered,1108.26,0.0,1108.26,8
6306,8495,10,2024-09-09,Failed,3617.26,0.0,3617.26,6
6307,36234,198,2024-05-20,Delivered,23078.15,0.0,23078.15,4
6308,28755,11,2024-08-21,Delivered,34463.75,0.0,34463.75,2
6309,28070,166,2026-01-28,Shipped,143368.11,6941.42,136426.69,3
6310,27142,20,2024-10-24,Delivered,67041.44,0.0,67041.44,2
6311,25669,193,2025-05-04,Returned,183330.15,0.0,183330.15,2
6312,21697,14,2024-11-23,Delivered,37751.08,0.0,37751.08,1
6313,9022,198,2025-07-23,Failed,3709.02,0.0,3709.02,3
6314,27364,44,2024-01-03,Delivered,6244.27,0.0,6244.27,7
6315,47209,161,2025-08-21,Delivered,19999.59,0.0,19999.59,3
6316,3898,101,2025-12-12,Out for Delivery,89472.52,5208.03,84264.49,2
6317,46113,4,2024-01-21,Delivered,151795.33,4646.92,147148.41,1
6318,5629,83,2024-11-01,Out for Delivery,85429.04,7519.48,77909.56,1
6319,43533,15,2024-06-26,Out for Delivery,74342.43,0.0,74342.43,9
6320,1182,121,2025-05-02,Shipped,1088.88,54.44,1034.44,1
6321,47802,122,2025-05-21,Delivered,14396.8,2879.36,11517.44,8
6322,8653,102,2024-01-12,Returned,70141.51,0.0,70141.51,6
6323,17682,121,2025-01-17,Delivered,21260.74,0.0,21260.74,6
6324,14065,98,2024-09-26,Out for Delivery,13470.65,0.0,13470.65,2
6325,31521,67,2026-01-28,Delivered,972.0,0.0,972.0,8
6326,25282,32,2025-06-23,Processing,136250.44,529.43,135721.01,8
6327,25089,137,2025-11-11,Delivered,37711.12,3578.47,34132.65,4
6328,44666,59,2024-03-11,Delivered,46420.92,490.86,45930.06,5
6329,21339,182,2025-02-08,Delivered,118485.39,0.0,118485.39,8
6330,38447,176,2025-03-09,Shipped,64856.13,9395.63,55460.5,3
6331,34833,191,2025-03-04,Delivered,43282.32,499.6,42782.72,8
6332,12357,75,2024-05-12,Delivered,34232.32,504.89,33727.43,9
6333,4707,106,2025-05-09,Processing,134096.29,10884.06,123212.23,4
6334,40544,121,2024-06-02,Delivered,16170.04,152.76,16017.28,8
6335,16490,16,2026-02-23,Delivered,107853.62,0.0,107853.62,4
6336,13746,155,2025-12-19,Processing,101721.76,12983.1,88738.66,9
6337,20974,99,2025-07-22,Delivered,12021.36,0.0,12021.36,6
6338,43460,55,2024-12-08,Delivered,11566.03,0.0,11566.03,4
6339,22212,56,2024-03-12,Shipped,1659.39,0.0,1659.39,1
6340,38110,44,2024-03-07,Cancelled,27855.88,2785.59,25070.29,9
6341,10511,135,2024-08-27,Delivered,124616.56,7765.01,116851.55,3
6342,3597,100,2024-10-10,Processing,34277.81,0.0,34277.81,2
6343,25046,187,2024-12-09,Delivered,3098.38,0.0,3098.38,8
6344,20919,56,2025-12-17,Delivered,419679.69,39222.7,380456.99,5
6345,40970,134,2025-10-21,Delivered,46551.27,0.0,46551.27,1
6346,15129,192,2024-04-17,Delivered,78648.19,15878.97,62769.22,2
6347,27572,11,2024-06-22,Cancelled,11605.46,0.0,11605.46,2
6348,13163,1,2024-10-08,Delivered,100817.04,0.0,100817.04,6
6349,22734,6,2025-06-28,Shipped,58232.94,497.02,57735.92,8
6350,43188,187,2024-10-13,Delivered,4623.83,0.0,4623.83,5
6351,41391,7,2025-11-27,Delivered,407642.7,384.0,407258.7,7
6352,4692,99,2025-03-02,Shipped,4816.38,1444.91,3371.47,6
6353,29115,114,2024-01-28,Delivered,112223.22,951.51,111271.71,1
6354,3206,21,2024-10-01,Delivered,71224.4,13010.68,58213.72,3
6355,30796,160,2025-07-15,Processing,37477.94,0.0,37477.94,6
6356,15837,166,2024-07-16,Delivered,15813.34,0.0,15813.34,7
6357,23850,198,2024-12-24,Delivered,15522.72,0.0,15522.72,5
6358,19079,126,2024-10-23,Out for Delivery,59411.9,383.35,59028.55,4
6359,35625,107,2024-11-07,Processing,26570.8,0.0,26570.8,2
6360,14211,65,2026-02-20,Out for Delivery,51938.6,1796.72,50141.88,8
6361,46945,40,2026-01-20,Delivered,50868.41,532.02,50336.39,8
6362,8858,64,2024-06-08,Processing,24210.61,978.82,23231.79,2
6363,2347,192,2025-04-21,Delivered,251820.86,56784.63,195036.23,7
6364,26559,14,2025-12-18,Delivered,6579.71,0.0,6579.71,1
6365,8348,27,2026-01-25,Out for Delivery,50081.29,13317.64,36763.65,6
6366,43822,66,2026-02-06,Out for Delivery,16872.09,0.0,16872.09,3
6367,15725,7,2024-08-26,Cancelled,54091.87,1134.64,52957.23,5
6368,43325,83,2025-11-13,Delivered,121788.24,0.0,121788.24,7
6369,15223,90,2024-01-09,Delivered,43545.6,1491.78,42053.82,5
6370,29510,68,2024-01-21,Delivered,24808.63,3332.5,21476.13,1
6371,11290,158,2024-03-31,Processing,13875.33,0.0,13875.33,3
6372,45814,110,2024-01-31,Shipped,19271.7,0.0,19271.7,2
6373,9246,185,2025-03-09,Delivered,87288.15,112.8,87175.35,2
6374,24384,16,2026-02-26,Delivered,64374.82,4481.22,59893.6,7
6375,38732,178,2024-08-10,Processing,96973.7,2891.65,94082.05,7
6376,31226,67,2024-11-07,Delivered,88727.17,0.0,88727.17,3
6377,34976,130,2024-11-24,Delivered,279798.85,13245.27,266553.58,7
6378,19866,46,2025-01-01,Delivered,9602.64,0.0,9602.64,3
6379,45193,41,2025-11-04,Delivered,77333.98,0.0,77333.98,5
6380,3401,50,2025-08-16,Delivered,35486.32,0.0,35486.32,9
6381,35052,56,2025-10-01,Processing,78832.05,0.0,78832.05,8
6382,39096,22,2025-10-15,Delivered,25389.63,2324.15,23065.48,1
6383,31167,121,2024-12-18,Delivered,147724.35,0.0,147724.35,2
6384,47519,70,2026-02-02,Delivered,19484.55,0.0,19484.55,7
6385,27778,79,2024-05-20,Delivered,112041.14,35.89,112005.25,3
6386,28546,165,2024-11-12,Processing,18855.2,3599.49,15255.71,5
6387,31811,52,2025-09-18,Out for Delivery,147520.62,0.0,147520.62,4
6388,46228,179,2025-09-05,Delivered,11958.59,246.32,11712.27,9
6389,14077,67,2025-01-04,Shipped,229257.6,0.0,229257.6,7
6390,30,196,2025-10-16,Failed,5680.25,0.0,5680.25,2
6391,26459,56,2025-03-26,Delivered,18463.35,0.0,18463.35,5
6392,47315,135,2025-07-18,Delivered,145281.12,6035.44,139245.68,1
6393,18508,110,2025-10-15,Delivered,97725.42,0.0,97725.42,1
6394,8261,82,2025-09-08,Delivered,28983.0,0.0,28983.0,1
6395,20090,106,2025-02-12,Returned,101829.72,2931.83,98897.89,5
6396,9253,95,2024-10-10,Failed,8371.04,2092.76,6278.28,3
6397,27116,167,2025-05-22,Shipped,145364.58,2387.83,142976.75,6
6398,47677,2,2025-11-03,Out for Delivery,15673.68,0.0,15673.68,1
6399,25997,117,2025-05-14,Delivered,19784.3,1941.16,17843.14,3
6400,18200,84,2026-01-30,Delivered,18192.92,0.0,18192.92,1
6401,46390,94,2024-09-08,Delivered,23951.61,0.0,23951.61,3
6402,49425,196,2026-02-05,Shipped,390373.27,0.0,390373.27,8
6403,8021,143,2025-06-24,Delivered,7596.9,0.0,7596.9,1
6404,48921,134,2025-04-21,Shipped,107153.91,1291.39,105862.52,8
6405,43743,3,2024-06-18,Delivered,147159.33,160.88,146998.45,1
6406,20810,35,2025-07-05,Processing,44708.73,0.0,44708.73,4
6407,48334,31,2025-04-18,Delivered,62362.07,0.0,62362.07,6
6408,41450,78,2025-09-21,Out for Delivery,70325.87,10601.07,59724.8,9
6409,16794,79,2024-03-05,Delivered,151853.7,0.0,151853.7,3
6410,5483,43,2025-02-03,Delivered,286386.26,0.0,286386.26,3
6411,30565,62,2024-08-03,Delivered,134653.44,0.0,134653.44,3
6412,9398,78,2025-01-31,Shipped,8751.38,0.0,8751.38,9
6413,7817,76,2025-09-11,Delivered,47232.23,0.0,47232.23,4
6414,2656,178,2024-12-23,Delivered,15742.23,3935.56,11806.67,1
6415,27341,150,2026-02-04,Delivered,93620.13,0.0,93620.13,9
6416,5168,95,2025-06-27,Processing,15723.46,0.0,15723.46,5
6417,23534,34,2024-07-20,Delivered,15621.31,0.0,15621.31,3
6418,41373,80,2025-02-10,Delivered,67583.85,0.0,67583.85,7
6419,39064,179,2025-04-11,Shipped,200458.24,0.0,200458.24,1
6420,44486,2,2024-09-23,Delivered,2184.41,0.0,2184.41,7
6421,3429,130,2026-01-30,Delivered,16757.85,0.0,16757.85,2
6422,45821,145,2025-05-19,Shipped,36557.05,0.0,36557.05,1
6423,48327,150,2024-08-28,Delivered,30409.55,0.0,30409.55,2
6424,14654,84,2024-09-02,Returned,20395.87,1269.7,19126.17,9
6425,29580,189,2024-03-02,Shipped,393.52,67.73,325.79,3
6426,27886,72,2025-10-06,Delivered,160351.31,0.0,160351.31,1
6427,31002,123,2025-04-18,Delivered,16672.01,0.0,16672.01,7
6428,48378,155,2026-02-15,Delivered,22466.25,0.0,22466.25,8
6429,22409,44,2025-09-24,Delivered,21486.69,0.0,21486.69,8
6430,35847,119,2025-05-22,Delivered,26182.58,0.0,26182.58,8
6431,36407,55,2025-04-21,Cancelled,38085.62,6180.96,31904.66,2
6432,28991,90,2025-01-15,Delivered,2332.24,0.0,2332.24,9
6433,24655,41,2025-05-16,Returned,112091.1,0.0,112091.1,3
6434,16425,5,2024-10-13,Out for Delivery,2367.62,0.0,2367.62,3
6435,27923,74,2024-04-26,Delivered,16693.5,0.0,16693.5,4
6436,37409,100,2024-02-11,Delivered,61057.34,11579.8,49477.54,8
6437,37819,73,2024-04-10,Processing,18908.04,0.0,18908.04,6
6438,43620,139,2024-08-20,Shipped,13366.88,0.0,13366.88,2
6439,7292,97,2025-08-30,Shipped,35588.67,272.43,35316.24,9
6440,21723,66,2025-03-09,Cancelled,73399.72,0.0,73399.72,8
6441,25663,18,2025-09-22,Delivered,97145.76,131.94,97013.82,5
6442,13593,83,2026-01-31,Delivered,17500.97,1090.81,16410.16,4
6443,26711,10,2025-07-03,Out for Delivery,221372.77,1449.0,219923.77,1
6444,34329,178,2024-09-29,Out for Delivery,20285.66,0.0,20285.66,2
6445,12837,172,2024-05-22,Delivered,35785.77,0.0,35785.77,5
6446,1815,185,2025-02-08,Delivered,411445.57,543.76,410901.81,4
6447,45662,21,2025-12-07,Delivered,34923.5,2338.18,32585.32,9
6448,36638,59,2024-11-26,Delivered,35322.22,2931.25,32390.97,5
6449,9833,69,2026-01-31,Failed,105608.32,0.0,105608.32,5
6450,39753,26,2024-07-25,Delivered,29994.6,0.0,29994.6,6
6451,8530,131,2025-04-28,Out for Delivery,31481.75,0.0,31481.75,4
6452,27643,110,2024-01-04,Out for Delivery,57397.97,2410.22,54987.75,4
6453,22049,170,2024-10-19,Delivered,390064.78,1492.81,388571.97,9
6454,12351,172,2024-12-24,Delivered,27781.07,0.0,27781.07,4
6455,21475,195,2024-03-16,Delivered,2305.68,0.0,2305.68,1
6456,47738,156,2024-05-23,Delivered,53832.27,0.0,53832.27,6
6457,34100,2,2025-01-16,Returned,6776.66,0.0,6776.66,4
6458,24306,70,2024-06-26,Delivered,138505.62,0.0,138505.62,1
6459,17397,118,2025-06-03,Delivered,2004.1,0.0,2004.1,9
6460,6885,90,2024-02-09,Returned,310648.42,0.0,310648.42,8
6461,34922,126,2025-10-30,Delivered,104932.29,0.0,104932.29,3
6462,1917,173,2024-04-18,Delivered,28678.98,0.0,28678.98,5
6463,46691,36,2025-10-26,Failed,50764.61,0.0,50764.61,1
6464,16241,160,2025-04-28,Delivered,231733.56,0.0,231733.56,4
6465,49963,46,2024-10-06,Shipped,568993.11,31509.41,537483.7,7
6466,30708,183,2024-02-02,Shipped,15189.06,0.0,15189.06,2
6467,47775,48,2024-08-26,Shipped,24854.74,0.0,24854.74,6
6468,24782,192,2025-08-22,Returned,264313.59,0.0,264313.59,8
6469,5645,31,2025-10-18,Shipped,70169.15,0.0,70169.15,1
6470,19444,126,2026-01-06,Out for Delivery,29998.79,0.0,29998.79,3
6471,11226,125,2025-10-13,Returned,28434.15,0.0,28434.15,9
6472,3928,127,2025-07-13,Failed,13144.98,0.0,13144.98,2
6473,15352,182,2024-01-05,Delivered,10530.04,0.0,10530.04,8
6474,17327,93,2025-01-07,Delivered,195838.14,0.0,195838.14,1
6475,1275,192,2026-02-10,Out for Delivery,17698.5,0.0,17698.5,4
6476,2745,50,2024-07-07,Out for Delivery,12100.02,0.0,12100.02,5
6477,26996,128,2025-11-18,Out for Delivery,114229.77,0.0,114229.77,6
6478,12559,115,2025-08-15,Failed,245972.85,5417.52,240555.33,7
6479,18975,75,2024-07-27,Delivered,563587.67,0.0,563587.67,8
6480,34998,169,2024-06-20,Delivered,35165.24,4573.7,30591.54,7
6481,43207,90,2025-08-19,Delivered,17950.85,3266.12,14684.73,1
6482,561,78,2025-10-14,Delivered,147638.27,35455.07,112183.2,9
6483,15090,110,2025-06-19,Out for Delivery,103.63,0.0,103.63,8
6484,35731,20,2024-12-23,Delivered,44868.54,1270.23,43598.31,2
6485,22492,86,2025-01-30,Delivered,99801.22,0.0,99801.22,8
6486,1704,198,2024-04-09,Delivered,197424.07,0.0,197424.07,6
6487,43170,115,2024-01-30,Out for Delivery,12984.24,0.0,12984.24,8
6488,35595,39,2024-08-02,Shipped,75707.24,0.0,75707.24,1
6489,970,107,2025-12-28,Failed,174074.33,0.0,174074.33,5
6490,24759,143,2024-12-04,Cancelled,176451.04,17967.34,158483.7,8
6491,18210,29,2025-12-16,Out for Delivery,36506.04,0.0,36506.04,5
6492,1289,174,2024-12-11,Delivered,64558.86,0.0,64558.86,9
6493,7808,57,2025-08-26,Shipped,86835.99,6045.04,80790.95,1
6494,7417,88,2024-06-20,Cancelled,47748.8,0.0,47748.8,7
6495,19397,70,2025-10-10,Shipped,39123.21,0.0,39123.21,1
6496,45092,136,2025-01-04,Shipped,17080.96,0.0,17080.96,9
6497,30446,128,2025-01-24,Delivered,89239.43,4198.5,85040.93,3
6498,49600,190,2024-05-13,Out for Delivery,44435.95,2033.98,42401.97,9
6499,38042,200,2024-06-20,Processing,73512.72,7353.63,66159.09,4
6500,26574,31,2025-02-19,Failed,136184.55,18244.58,117939.97,4
6501,48006,109,2026-02-10,Delivered,1417.9,212.68,1205.22,2
6502,29999,7,2024-12-23,Delivered,25091.83,221.1,24870.73,1
6503,30427,44,2024-06-16,Delivered,20035.46,0.0,20035.46,3
6504,46974,134,2025-04-21,Delivered,122839.55,0.0,122839.55,7
6505,21025,188,2024-03-17,Delivered,207450.8,0.0,207450.8,8
6506,35499,49,2024-02-23,Shipped,3498.36,0.0,3498.36,3
6507,29349,196,2025-10-13,Shipped,22186.26,0.0,22186.26,7
6508,5613,42,2025-12-14,Delivered,337933.2,270.5,337662.7,9
6509,25051,4,2024-05-03,Delivered,6001.68,0.0,6001.68,2
6510,42164,52,2025-06-08,Returned,14636.45,1437.35,13199.1,7
6511,30055,111,2025-02-23,Processing,21553.0,0.0,21553.0,8
6512,40037,93,2024-09-26,Delivered,28556.73,2027.06,26529.67,8
6513,21102,178,2026-01-11,Cancelled,113611.87,0.0,113611.87,5
6514,45543,155,2025-08-19,Delivered,23943.87,0.0,23943.87,3
6515,40709,55,2025-08-04,Shipped,12621.17,0.0,12621.17,9
6516,4953,77,2025-03-30,Delivered,157672.7,0.0,157672.7,9
6517,35611,153,2024-02-18,Delivered,322.07,0.0,322.07,7
6518,9190,11,2024-06-05,Processing,82865.97,2351.51,80514.46,4
6519,25288,193,2026-02-01,Shipped,12506.37,2078.98,10427.39,7
6520,24290,171,2024-07-20,Delivered,13853.92,0.0,13853.92,6
6521,880,75,2025-11-12,Delivered,45323.53,8976.9,36346.63,3
6522,21690,153,2025-01-21,Shipped,18019.01,0.0,18019.01,9
6523,4481,127,2024-11-26,Delivered,141445.02,0.0,141445.02,1
6524,19889,15,2024-05-09,Delivered,86607.03,23504.76,63102.27,5
6525,3374,1,2024-07-01,Failed,145438.77,0.0,145438.77,1
6526,42952,46,2025-01-24,Shipped,262437.48,0.0,262437.48,5
6527,30165,61,2024-01-21,Processing,8008.54,0.0,8008.54,5
6528,49518,68,2025-12-22,Shipped,3318.3,0.0,3318.3,9
6529,49924,29,2024-07-18,Out for Delivery,24948.48,3749.7,21198.78,2
6530,8173,77,2026-02-18,Returned,549.98,0.0,549.98,9
6531,26271,106,2024-04-25,Delivered,168614.48,0.0,168614.48,9
6532,45602,76,2025-09-05,Delivered,17473.27,0.0,17473.27,6
6533,24048,72,2025-11-06,Delivered,13549.18,0.0,13549.18,2
6534,35615,115,2026-02-04,Delivered,46422.15,0.0,46422.15,7
6535,19453,54,2025-04-04,Shipped,79342.51,0.0,79342.51,5
6536,43544,38,2025-05-02,Out for Delivery,36165.83,626.32,35539.51,9
6537,21026,62,2024-11-27,Processing,3928.98,0.0,3928.98,7
6538,46878,25,2025-06-16,Delivered,600.05,0.0,600.05,5
6539,20622,173,2025-03-03,Delivered,39245.99,936.29,38309.7,9
6540,7452,9,2025-12-08,Delivered,299933.99,4405.12,295528.87,3
6541,34759,122,2024-07-27,Shipped,14254.98,0.0,14254.98,4
6542,37461,33,2026-01-11,Processing,2779.21,0.0,2779.21,1
6543,41122,26,2024-08-03,Delivered,11235.41,1685.31,9550.1,1
6544,20820,191,2024-01-19,Delivered,102606.9,0.0,102606.9,3
6545,5197,3,2024-09-30,Out for Delivery,8828.18,0.0,8828.18,5
6546,35899,75,2025-08-14,Failed,47112.77,3349.25,43763.52,9
6547,222,145,2024-11-02,Delivered,3876.98,0.0,3876.98,9
6548,30293,107,2025-02-02,Delivered,1215.08,0.0,1215.08,8
6549,34218,159,2025-11-13,Out for Delivery,342882.47,877.45,342005.02,7
6550,3968,131,2025-04-29,Delivered,45430.25,0.0,45430.25,9
6551,18207,147,2025-12-29,Delivered,40647.4,0.0,40647.4,1
6552,22973,32,2025-05-10,Failed,47551.36,0.0,47551.36,6
6553,4925,83,2025-08-03,Failed,286.97,71.74,215.23,4
6554,18198,33,2024-08-28,Delivered,28678.72,0.0,28678.72,1
6555,7202,84,2025-08-25,Failed,4078.68,1014.28,3064.4,9
6556,23887,135,2024-08-20,Processing,290882.52,0.0,290882.52,8
6557,2091,168,2024-06-20,Delivered,343855.93,17011.67,326844.26,6
6558,49159,20,2024-11-25,Processing,33213.57,0.0,33213.57,2
6559,49274,43,2025-03-16,Delivered,29031.17,2727.68,26303.49,5
6560,47808,116,2024-10-05,Delivered,159839.54,782.58,159056.96,1
6561,47250,189,2025-07-31,Failed,41173.01,0.0,41173.01,8
6562,48121,79,2025-08-17,Returned,71997.66,3599.88,68397.78,5
6563,25714,15,2025-07-01,Delivered,3524.34,0.0,3524.34,1
6564,19843,64,2025-01-08,Out for Delivery,29665.15,5602.97,24062.18,3
6565,14478,152,2024-06-29,Delivered,28792.73,0.0,28792.73,3
6566,33560,176,2026-02-14,Delivered,8093.72,0.0,8093.72,6
6567,26806,37,2025-12-02,Processing,3205.6,0.0,3205.6,3
6568,25730,157,2025-12-12,Delivered,284382.8,27764.17,256618.63,5
6569,46164,191,2024-11-16,Cancelled,42336.04,0.0,42336.04,7
6570,38141,137,2025-12-19,Delivered,41824.0,3984.46,37839.54,7
6571,11141,47,2025-01-10,Delivered,476716.17,67310.52,409405.65,3
6572,30257,2,2024-02-21,Shipped,36207.62,0.0,36207.62,7
6573,27936,149,2024-01-27,Delivered,10637.3,0.0,10637.3,6
6574,17324,128,2025-03-24,Processing,141928.1,0.0,141928.1,2
6575,13332,152,2024-06-12,Failed,168325.02,0.0,168325.02,2
6576,11975,82,2025-09-05,Delivered,23732.38,0.0,23732.38,3
6577,34861,90,2025-05-04,Processing,27543.68,0.0,27543.68,1
6578,49606,14,2024-02-14,Delivered,22803.0,0.0,22803.0,4
6579,31226,115,2026-01-30,Out for Delivery,10531.48,0.0,10531.48,2
6580,18997,178,2024-01-02,Delivered,202537.99,544.99,201993.0,4
6581,41995,63,2024-08-16,Delivered,88792.5,321.34,88471.16,2
6582,10846,88,2025-12-10,Processing,10164.96,2541.24,7623.72,4
6583,45660,186,2024-01-10,Delivered,80157.6,0.0,80157.6,1
6584,46552,117,2025-07-02,Shipped,292167.48,0.0,292167.48,5
6585,5433,20,2026-01-14,Delivered,96480.78,840.28,95640.5,1
6586,15142,109,2025-09-23,Delivered,349.92,0.0,349.92,7
6587,10260,55,2026-02-07,Delivered,340470.1,672.75,339797.35,7
6588,29979,73,2025-02-12,Failed,5668.05,532.95,5135.1,8
6589,10129,110,2025-11-07,Delivered,45086.2,203.64,44882.56,6
6590,39137,174,2024-06-16,Processing,6200.61,0.0,6200.61,7
6591,43978,147,2024-05-18,Delivered,213275.16,10663.76,202611.4,1
6592,38600,9,2024-09-12,Cancelled,76279.27,0.0,76279.27,8
6593,37293,105,2024-10-02,Delivered,11579.43,0.0,11579.43,1
6594,15329,148,2024-10-29,Delivered,53728.5,0.0,53728.5,9
6595,47956,134,2024-09-12,Delivered,8683.58,0.0,8683.58,6
6596,14068,93,2025-07-04,Delivered,8330.27,1249.54,7080.73,1
6597,10114,133,2024-12-03,Delivered,58131.54,14532.88,43598.66,8
6598,798,120,2024-03-19,Delivered,113831.73,0.0,113831.73,4
6599,16325,172,2025-07-21,Delivered,278878.28,3758.92,275119.36,6
6600,11829,63,2025-06-04,Returned,4005.5,0.0,4005.5,8
6601,4298,88,2025-12-22,Cancelled,15631.54,0.0,15631.54,3
6602,28050,47,2024-11-04,Delivered,107623.38,0.0,107623.38,9
6603,15591,3,2024-06-30,Out for Delivery,43444.34,3751.04,39693.3,8
6604,9622,138,2024-07-26,Failed,218776.56,0.0,218776.56,9
6605,45365,102,2026-01-24,Shipped,59605.63,816.29,58789.34,1
6606,49658,112,2025-06-06,Delivered,131500.22,294.36,131205.86,2
6607,2392,43,2024-10-27,Processing,26452.1,3967.81,22484.29,2
6608,18167,33,2024-11-17,Shipped,5540.8,1385.2,4155.6,3
6609,33667,24,2025-03-29,Delivered,274257.25,54620.9,219636.35,2
6610,45445,103,2025-07-08,Delivered,36244.38,0.0,36244.38,1
6611,1488,198,2024-03-03,Shipped,145073.7,0.0,145073.7,3
6612,39271,74,2024-04-25,Delivered,14500.18,0.0,14500.18,5
6613,2213,68,2025-11-26,Delivered,109610.36,5032.0,104578.36,5
6614,31073,100,2025-01-22,Delivered,96630.93,482.74,96148.19,8
6615,5548,171,2024-06-29,Delivered,82086.88,0.0,82086.88,6
6616,2400,177,2025-06-20,Processing,13218.42,0.0,13218.42,8
6617,18374,67,2025-09-22,Delivered,31526.36,2593.48,28932.88,4
6618,26775,48,2024-02-22,Delivered,570217.21,0.0,570217.21,1
6619,22771,143,2025-12-27,Shipped,123423.92,0.0,123423.92,5
6620,27855,51,2025-11-08,Delivered,35009.99,0.0,35009.99,3
6621,13825,131,2025-06-22,Delivered,5789.02,0.0,5789.02,5
6622,25807,121,2024-04-30,Delivered,43340.16,0.0,43340.16,4
6623,14315,141,2025-10-09,Processing,34451.99,3662.38,30789.61,7
6624,5620,117,2024-08-06,Delivered,32882.62,0.0,32882.62,9
6625,31079,132,2024-05-26,Out for Delivery,12926.22,0.0,12926.22,3
6626,29878,155,2024-06-07,Delivered,51613.77,184.83,51428.94,1
6627,1080,106,2025-05-21,Delivered,182290.34,32045.99,150244.35,6
6628,31629,99,2024-09-25,Delivered,512667.06,796.59,511870.47,4
6629,11836,25,2024-07-22,Processing,261399.65,0.0,261399.65,8
6630,30970,147,2026-02-22,Out for Delivery,17961.66,3018.28,14943.38,9
6631,4987,74,2025-07-11,Delivered,214858.29,0.0,214858.29,8
6632,45318,99,2025-01-02,Shipped,223861.77,0.0,223861.77,3
6633,17478,138,2025-01-06,Cancelled,7811.56,113.5,7698.06,3
6634,24937,170,2025-10-07,Delivered,36704.17,7171.18,29532.99,3
6635,20642,17,2026-01-12,Returned,4734.45,0.0,4734.45,9
6636,48592,1,2025-04-13,Out for Delivery,11953.24,0.0,11953.24,1
6637,41596,79,2025-02-23,Delivered,24966.25,1248.31,23717.94,2
6638,18462,73,2026-02-22,Shipped,193316.69,46472.44,146844.25,6
6639,12137,164,2025-05-07,Returned,1286.01,0.0,1286.01,3
6640,38877,152,2025-09-14,Returned,2711.8,0.0,2711.8,7
6641,20757,23,2024-08-11,Delivered,8445.38,0.0,8445.38,1
6642,12055,27,2024-03-20,Processing,8475.19,544.19,7931.0,6
6643,17115,79,2025-09-21,Delivered,25989.1,0.0,25989.1,1
6644,6023,158,2024-11-03,Out for Delivery,149638.77,0.0,149638.77,1
6645,14924,164,2024-03-19,Cancelled,82683.62,0.0,82683.62,8
6646,15029,29,2025-06-27,Delivered,6996.04,0.0,6996.04,1
6647,16447,114,2024-04-12,Processing,28307.46,0.0,28307.46,6
6648,21762,5,2024-11-05,Shipped,92266.76,22601.72,69665.04,1
6649,7802,93,2024-03-29,Delivered,54123.4,203.88,53919.52,3
6650,30097,23,2026-02-09,Delivered,130823.07,0.0,130823.07,3
6651,10189,43,2026-02-22,Shipped,237532.91,0.0,237532.91,4
6652,40261,9,2024-02-01,Delivered,23877.22,413.62,23463.6,9
6653,2280,53,2025-01-22,Failed,61091.62,0.0,61091.62,1
6654,4200,9,2025-04-30,Delivered,126983.42,0.0,126983.42,7
6655,8726,164,2024-05-10,Delivered,10560.48,528.02,10032.46,8
6656,22908,59,2025-12-01,Delivered,18606.3,0.0,18606.3,4
6657,42083,105,2024-08-21,Out for Delivery,94619.05,402.46,94216.59,9
6658,15430,9,2024-05-31,Delivered,10932.71,0.0,10932.71,5
6659,42029,43,2025-06-07,Processing,26488.03,1777.05,24710.98,2
6660,10016,105,2024-05-02,Failed,19366.13,492.64,18873.49,1
6661,24687,11,2025-12-08,Processing,119234.84,33613.71,85621.13,3
6662,4215,150,2026-01-17,Out for Delivery,388396.47,0.0,388396.47,5
6663,27801,97,2025-06-08,Cancelled,23893.38,0.0,23893.38,7
6664,39633,4,2024-09-26,Processing,129626.13,1091.84,128534.29,8
6665,38884,191,2025-02-19,Delivered,259840.55,0.0,259840.55,4
6666,49098,169,2025-10-30,Delivered,68107.49,15474.46,52633.03,7
6667,27858,46,2024-09-02,Delivered,21718.7,0.0,21718.7,5
6668,15569,44,2025-05-26,Delivered,142444.59,0.0,142444.59,8
6669,2304,65,2024-05-19,Shipped,129097.54,0.0,129097.54,6
6670,1012,77,2025-09-04,Delivered,171213.09,16497.13,154715.96,5
