payment_id,order_id,cust_id,amount,status,refund_reason,refunded_at
38564,40615,24099,4014.73,Completed,,
38565,40616,44638,13892.4,Failed,,
38566,40617,22263,13263.11,Completed,,
38567,40618,30981,61969.55,Completed,,
38568,40619,41367,9793.29,Completed,,
38569,40620,21809,81378.3,Completed,,
38570,40621,48455,190840.92,Completed,,
38571,40622,43072,291732.85,Completed,,
38572,40623,28629,347851.88,Completed,,
38573,40624,34316,48190.18,Completed,,
38574,40625,33999,59085.71,Completed,,
38575,40626,28967,149683.51,Completed,,
38576,40627,827,107390.48,Completed,,
38577,40628,28728,105212.61,Completed,,
38578,40629,47850,82613.74,Completed,,
38579,40630,46496,14933.67,Completed,,
38580,40631,28310,132102.38,Completed,,
38581,40632,33838,80912.17,Completed,,
38582,40633,32814,177220.85,Completed,,
38583,40634,17548,45177.48,Completed,,
38584,40635,29535,110752.05,Completed,,
38585,40636,16157,1571.54,Completed,,
38586,40638,31692,57340.14,Completed,,
38587,40639,5743,125772.84,Failed,,
38588,40640,35676,164452.5,Completed,,
38589,40641,2550,56702.13,Completed,,
38590,40642,3214,87652.41,Completed,,
38591,40643,39022,4977.54,Completed,,
38592,40644,23971,107135.35,Completed,,
38593,40645,7121,13435.35,Failed,,
38594,40646,7519,64979.58,Completed,,
38595,40648,29255,277.72,Refunded,Changed mind,2024-05-30 00:00:00
38596,40649,12836,86905.38,Completed,,
38597,40650,38629,56667.07,Completed,,
38598,40651,31657,8723.42,Completed,,
38599,40652,25335,64634.22,Completed,,
38600,40653,45134,57495.59,Completed,,
38601,40654,2354,19156.49,Failed,,
38602,40655,21762,70402.06,Completed,,
38603,40656,12532,10937.35,Completed,,
38604,40657,14395,147569.91,Completed,,
38605,40658,46040,465.51,Completed,,
38606,40659,21365,6653.04,Completed,,
38607,40660,36010,34445.37,Failed,,
38608,40661,32298,1030.73,Completed,,
38609,40662,24102,16174.5,Completed,,
38610,40663,27467,19524.28,Failed,,
38611,40664,33371,816.45,Completed,,
38612,40665,16370,20971.92,Completed,,
38613,40667,16817,11239.64,Completed,,
38614,40668,49148,67121.33,Completed,,
38615,40669,8397,36910.93,Completed,,
38616,40671,15548,14645.74,Completed,,
38617,40672,27501,12505.63,Completed,,
38618,40673,7645,7927.39,Completed,,
38619,40674,22063,59977.71,Completed,,
38620,40675,21362,159151.38,Completed,,
38621,40676,12966,268573.47,Failed,,
38622,40677,18310,435610.43,Completed,,
38623,40678,13561,27287.47,Completed,,
38624,40679,24263,82561.8,Completed,,
38625,40680,35522,23160.63,Completed,,
38626,40681,41400,17695.09,Completed,,
38627,40682,35866,6990.96,Completed,,
38628,40683,39313,26161.61,Completed,,
38629,40684,43441,254811.68,Completed,,
38630,40686,6036,18313.81,Completed,,
38631,40687,2948,10492.84,Completed,,
38632,40688,6139,107206.47,Completed,,
38633,40689,34724,25709.49,Completed,,
38634,40690,49020,49649.37,Completed,,
38635,40691,29750,18161.54,Completed,,
38636,40692,34609,6482.4,Completed,,
38637,40693,30354,397979.78,Completed,,
38638,40694,19566,4598.53,Completed,,
38639,40695,43820,163481.42,Completed,,
38640,40696,637,111932.77,Completed,,
38641,40697,7511,41037.3,Completed,,
38642,40698,48837,108558.82,Completed,,
38643,40699,6731,2041.4,Completed,,
38644,40700,33070,46220.91,Completed,,
38645,40701,43559,67841.88,Refunded,Defective,2025-11-14 00:00:00
38646,40702,28398,10037.11,Completed,,
38647,40703,1358,7146.01,Completed,,
38648,40704,1581,23331.8,Completed,,
38649,40705,41794,117686.58,Failed,,
38650,40706,9872,39262.17,Completed,,
38651,40707,34836,220805.69,Completed,,
38652,40708,3361,68322.26,Completed,,
38653,40712,3471,414782.6,Failed,,
38654,40713,34319,1874.73,Completed,,
38655,40714,4626,69401.18,Completed,,
38656,40715,27223,146383.99,Completed,,
38657,40716,11093,96976.13,Failed,,
38658,40717,14629,95254.07,Completed,,
38659,40718,12993,24428.13,Completed,,
38660,40719,34529,129784.67,Completed,,
38661,40720,6642,79750.28,Completed,,
38662,40721,6875,283363.09,Failed,,
38663,40722,12592,8901.48,Completed,,
38664,40723,44094,5344.33,Completed,,
38665,40724,37453,24815.67,Completed,,
38666,40725,17799,248403.91,Failed,,
38667,40726,5789,91823.18,Completed,,
38668,40727,22122,20035.09,Completed,,
38669,40728,34812,123460.41,Failed,,
38670,40729,26383,37118.17,Completed,,
38671,40730,12313,582.61,Completed,,
38672,40731,21933,81587.01,Completed,,
38673,40732,4922,175572.21,Completed,,
38674,40733,8355,91326.76,Completed,,
38675,40734,22982,165220.82,Completed,,
38676,40735,9827,52546.55,Completed,,
38677,40736,13888,2056.46,Completed,,
38678,40738,16981,5675.24,Completed,,
38679,40739,7431,12948.44,Completed,,
38680,40740,27277,89920.77,Completed,,
38681,40741,10464,50162.38,Completed,,
38682,40742,17319,99103.58,Completed,,
38683,40743,25509,24406.64,Completed,,
38684,40744,42437,178271.33,Failed,,
38685,40745,13832,78523.11,Failed,,
38686,40746,1402,506.61,Completed,,
38687,40747,3869,291447.55,Completed,,
38688,40748,2286,170927.44,Completed,,
38689,40749,44318,99832.31,Completed,,
38690,40750,14624,8750.11,Completed,,
38691,40751,46481,10018.72,Completed,,
38692,40752,7407,210064.09,Completed,,
38693,40753,10650,43809.49,Completed,,
38694,40754,2602,12981.86,Failed,,
38695,40755,18970,37258.51,Completed,,
38696,40756,910,3035.73,Completed,,
38697,40757,19117,10315.23,Completed,,
38698,40758,38183,49439.82,Completed,,
38699,40759,39578,2507.54,Completed,,
38700,40760,30469,84037.26,Completed,,
38701,40761,18042,68055.74,Failed,,
38702,40762,49315,5032.65,Completed,,
38703,40763,42454,27076.96,Completed,,
38704,40764,11942,14719.24,Failed,,
38705,40765,43721,2474.47,Completed,,
38706,40766,24741,51303.14,Completed,,
38707,40767,10652,96228.16,Failed,,
38708,40768,11954,151316.81,Completed,,
38709,40769,5474,71820.1,Completed,,
38710,40770,46698,52337.74,Failed,,
38711,40771,23447,39535.26,Failed,,
38712,40772,39875,266987.54,Refunded,Not liked,2025-10-21 00:00:00
38713,40774,11136,27859.44,Completed,,
38714,40775,32752,15770.42,Completed,,
38715,40776,25726,163698.81,Completed,,
38716,40777,43779,28269.75,Completed,,
38717,40778,28123,90838.12,Completed,,
38718,40780,29140,24711.03,Completed,,
38719,40781,2733,8116.04,Completed,,
38720,40782,8912,15653.97,Completed,,
38721,40783,26401,6476.68,Completed,,
38722,40784,4427,321780.31,Completed,,
38723,40785,14684,3235.28,Failed,,
38724,40786,47639,5106.68,Completed,,
38725,40787,38675,17117.13,Completed,,
38726,40788,45070,185824.5,Completed,,
38727,40789,23299,675564.85,Completed,,
38728,40790,43788,214151.12,Completed,,
38729,40791,38788,87600.22,Completed,,
38730,40792,13378,109329.67,Completed,,
38731,40793,10281,168319.9,Completed,,
38732,40794,9786,23858.99,Completed,,
38733,40795,47441,217971.26,Completed,,
38734,40796,1010,53025.18,Completed,,
38735,40797,37709,36432.76,Completed,,
38736,40798,21356,231765.3,Completed,,
38737,40800,40317,32624.28,Completed,,
38738,40801,15979,1463.94,Completed,,
38739,40802,1846,383169.57,Refunded,Size issue,2025-06-09 00:00:00
38740,40803,17675,82057.58,Refunded,Size issue,2025-07-16 00:00:00
38741,40804,5644,45985.46,Completed,,
38742,40805,5429,32776.21,Completed,,
38743,40806,41983,29451.29,Completed,,
38744,40807,38765,35953.04,Completed,,
38745,40808,18569,6224.55,Completed,,
38746,40809,24648,57511.14,Failed,,
38747,40810,713,24755.49,Completed,,
38748,40811,29855,152224.59,Completed,,
38749,40812,44651,147121.05,Completed,,
38750,40813,7812,31973.8,Completed,,
38751,40814,19603,81364.12,Completed,,
38752,40815,17271,410000.32,Completed,,
38753,40816,45191,22129.1,Completed,,
38754,40817,6936,1742.75,Failed,,
38755,40818,31996,11866.14,Completed,,
38756,40819,45343,183476.25,Completed,,
38757,40820,138,60974.11,Completed,,
38758,40821,40367,347248.61,Completed,,
38759,40822,8734,149082.7,Completed,,
38760,40823,36757,38318.83,Completed,,
38761,40824,27506,58578.69,Completed,,
38762,40825,41129,26051.6,Completed,,
38763,40826,47860,411.75,Completed,,
38764,40827,612,22837.38,Completed,,
38765,40828,44730,18731.23,Completed,,
38766,40829,22624,97836.37,Completed,,
38767,40830,12844,309292.84,Completed,,
38768,40831,36372,23663.03,Completed,,
38769,40833,11854,3670.49,Refunded,Wrong Item,2024-10-30 00:00:00
38770,40834,36523,598578.78,Completed,,
38771,40835,42505,49526.2,Completed,,
38772,40836,21329,13202.62,Refunded,Wrong Item,2026-02-17 00:00:00
38773,40837,11546,77144.21,Completed,,
38774,40838,10484,2525.55,Completed,,
38775,40839,37744,19692.52,Completed,,
38776,40840,4823,4400.43,Completed,,
38777,40841,49074,27457.94,Failed,,
38778,40842,4539,21140.22,Completed,,
38779,40843,49304,19882.37,Completed,,
38780,40844,35155,11114.52,Completed,,
38781,40845,32766,5660.28,Completed,,
38782,40846,45158,9778.17,Failed,,
38783,40847,21505,106734.7,Completed,,
38784,40848,28896,75504.83,Completed,,
38785,40849,10207,12260.4,Completed,,
38786,40850,24514,23693.35,Failed,,
38787,40851,2686,37889.88,Completed,,
38788,40852,9000,1167.21,Completed,,
38789,40853,43230,9538.6,Completed,,
38790,40854,12649,157008.3,Completed,,
38791,40855,12358,11392.96,Completed,,
38792,40856,38915,73365.46,Completed,,
38793,40857,22635,3985.4,Completed,,
38794,40858,8603,73794.78,Completed,,
38795,40859,38940,103100.02,Completed,,
38796,40860,9272,342513.15,Completed,,
38797,40861,25358,117938.09,Completed,,
38798,40862,36044,60084.82,Completed,,
38799,40863,46221,52730.8,Completed,,
38800,40864,26589,323146.32,Completed,,
38801,40865,14134,22150.89,Completed,,
38802,40866,7294,2038.72,Completed,,
38803,40867,19456,283764.24,Completed,,
38804,40868,49839,71462.07,Completed,,
38805,40869,809,154142.09,Completed,,
38806,40870,8251,118348.08,Completed,,
38807,40871,5046,51687.73,Failed,,
38808,40873,3769,576386.4,Completed,,
38809,40874,43734,15144.85,Refunded,Changed mind,2025-07-24 00:00:00
38810,40875,15617,5140.8,Failed,,
38811,40876,8510,34302.7,Completed,,
38812,40877,48895,26517.66,Failed,,
38813,40878,47269,27779.98,Completed,,
38814,40879,25929,74568.96,Refunded,Defective,2024-09-22 00:00:00
38815,40880,12929,14150.67,Completed,,
38816,40881,26971,1476.0,Completed,,
38817,40882,39573,447315.18,Failed,,
38818,40883,39481,4670.82,Completed,,
38819,40884,2375,53309.58,Completed,,
38820,40885,37602,1440.41,Completed,,
38821,40886,33777,101773.92,Completed,,
38822,40887,41032,41336.07,Completed,,
38823,40888,38311,20148.93,Completed,,
38824,40889,48374,544.65,Completed,,
38825,40890,11826,315056.35,Completed,,
38826,40891,7576,2722.2,Completed,,
38827,40892,11181,2545.14,Completed,,
38828,40893,34178,58007.36,Completed,,
38829,40894,21904,11607.45,Completed,,
38830,40895,36317,375167.83,Completed,,
38831,40897,7299,1389.14,Completed,,
38832,40898,13880,161457.98,Completed,,
38833,40899,19210,5868.78,Completed,,
38834,40900,14674,28536.51,Completed,,
38835,40901,9779,55168.22,Completed,,
38836,40902,42161,103201.72,Failed,,
38837,40903,28344,2762.34,Completed,,
38838,40904,33770,330691.22,Completed,,
38839,40905,43200,82314.6,Completed,,
38840,40906,5311,3311.83,Completed,,
38841,40907,10230,27280.03,Completed,,
38842,40908,39147,46880.23,Completed,,
38843,40909,31215,639.18,Completed,,
38844,40910,27817,253612.78,Completed,,
38845,40911,43446,268448.98,Completed,,
38846,40912,14366,37729.64,Completed,,
38847,40913,11749,85581.71,Refunded,Not liked,2025-01-28 00:00:00
38848,40914,28305,26348.84,Completed,,
38849,40915,35446,14659.17,Completed,,
38850,40916,16387,2800.38,Completed,,
38851,40917,12118,6705.49,Completed,,
38852,40918,6518,36771.68,Completed,,
38853,40919,29891,138364.17,Completed,,
38854,40920,21380,242182.77,Failed,,
38855,40921,12153,38766.67,Completed,,
38856,40922,20577,31724.4,Completed,,
38857,40923,39694,113716.84,Completed,,
38858,40924,31097,4737.67,Completed,,
38859,40925,24873,235.32,Completed,,
38860,40926,23157,4956.92,Completed,,
38861,40927,16760,67512.97,Completed,,
38862,40928,44625,319668.14,Completed,,
38863,40929,13872,95921.95,Completed,,
38864,40930,5913,286702.02,Failed,,
38865,40931,29706,27846.74,Refunded,Defective,2024-10-24 00:00:00
38866,40932,42238,26537.7,Completed,,
38867,40933,2641,1494.69,Completed,,
38868,40934,27549,82913.29,Refunded,Size issue,2024-04-19 00:00:00
38869,40935,48094,13372.08,Completed,,
38870,40936,15777,8978.65,Completed,,
38871,40937,22995,370723.14,Completed,,
38872,40940,22480,98121.68,Completed,,
38873,40941,4970,400118.89,Completed,,
38874,40942,13308,90770.07,Completed,,
38875,40943,12879,44838.95,Completed,,
38876,40944,44226,99602.5,Completed,,
38877,40945,39189,252641.28,Completed,,
38878,40946,33909,390882.24,Failed,,
38879,40947,18971,8319.33,Completed,,
38880,40948,20007,14172.29,Completed,,
38881,40949,31385,126113.79,Completed,,
38882,40950,5512,57937.25,Completed,,
38883,40951,48389,5941.09,Completed,,
38884,40952,48217,29899.86,Completed,,
38885,40953,39829,112595.3,Completed,,
38886,40954,33729,51479.07,Completed,,
38887,40955,12432,123797.51,Completed,,
38888,40956,39955,159785.71,Completed,,
38889,40957,23489,22722.09,Refunded,Defective,2025-11-11 00:00:00
38890,40959,26556,57053.79,Failed,,
38891,40960,21939,1591.09,Completed,,
38892,40961,28591,14911.04,Completed,,
38893,40962,5112,22062.32,Completed,,
38894,40963,6156,102390.72,Completed,,
38895,40964,17765,16089.08,Completed,,
38896,40965,3241,14386.76,Completed,,
38897,40967,687,23470.42,Completed,,
38898,40968,24670,13057.47,Refunded,Size issue,2025-08-02 00:00:00
38899,40969,45897,4464.81,Completed,,
38900,40970,20774,30628.52,Completed,,
38901,40971,28161,521.36,Completed,,
38902,40972,41366,498.48,Completed,,
38903,40973,6099,29103.03,Failed,,
38904,40974,38299,63127.28,Refunded,Wrong Item,2025-01-13 00:00:00
38905,40975,17280,7666.44,Failed,,
38906,40976,30777,18029.32,Completed,,
38907,40977,2697,19142.99,Completed,,
38908,40979,12645,3316.32,Completed,,
38909,40980,31477,65708.84,Completed,,
38910,40981,13855,299895.36,Refunded,Defective,2025-02-15 00:00:00
38911,40982,5605,28709.32,Completed,,
38912,40983,42159,29746.93,Completed,,
38913,40984,2411,28454.89,Completed,,
38914,40985,40896,4747.69,Completed,,
38915,40986,17290,500.73,Completed,,
38916,40987,11833,8915.85,Completed,,
38917,40988,9469,18449.35,Completed,,
38918,40989,843,41829.2,Completed,,
38919,40990,3535,59784.72,Completed,,
38920,40991,29797,332489.75,Completed,,
38921,40993,22279,97633.56,Refunded,Changed mind,2025-06-03 00:00:00
38922,40994,14329,133970.64,Completed,,
38923,40995,15283,24628.62,Completed,,
38924,40996,11345,301694.09,Failed,,
38925,40997,43068,51930.73,Completed,,
38926,40998,39386,109665.3,Completed,,
38927,41001,38154,3003.95,Completed,,
38928,41002,18593,54740.81,Completed,,
38929,41003,13478,35295.15,Completed,,
38930,41004,36598,76247.71,Completed,,
38931,41005,30096,13339.79,Completed,,
38932,41006,34772,41961.46,Failed,,
38933,41007,18238,428810.18,Completed,,
38934,41008,8256,165595.01,Completed,,
38935,41009,24950,21984.05,Refunded,Wrong Item,2024-09-19 00:00:00
38936,41010,38841,149142.11,Completed,,
38937,41011,35318,387476.48,Completed,,
38938,41012,16919,273577.78,Completed,,
38939,41013,11683,78710.77,Completed,,
38940,41014,10188,206189.8,Completed,,
38941,41016,46221,485942.72,Completed,,
38942,41017,19726,46758.04,Completed,,
38943,41018,22173,23668.79,Completed,,
38944,41019,150,10081.92,Completed,,
38945,41020,12422,48761.94,Completed,,
38946,41021,2529,97557.6,Completed,,
38947,41022,12195,219283.58,Completed,,
38948,41023,36563,368968.67,Completed,,
38949,41024,47615,89145.3,Failed,,
38950,41025,34599,1160.32,Completed,,
38951,41026,44918,24601.88,Completed,,
38952,41027,30099,45428.52,Completed,,
38953,41028,38355,84235.52,Completed,,
38954,41029,2703,3939.1,Refunded,Size issue,2026-02-07 00:00:00
38955,41030,42858,12343.7,Completed,,
38956,41031,26364,26761.2,Completed,,
38957,41032,18742,122256.37,Completed,,
38958,41033,44758,192950.9,Completed,,
38959,41034,37832,121553.13,Completed,,
38960,41036,42095,9329.61,Completed,,
38961,41037,44868,1995.62,Completed,,
38962,41038,34227,78085.38,Completed,,
38963,41039,19721,36436.39,Completed,,
38964,41040,2890,45693.47,Completed,,
38965,41041,47565,15630.87,Completed,,
38966,41042,32205,8273.2,Completed,,
38967,41043,6204,136932.74,Completed,,
38968,41044,23409,22233.48,Completed,,
38969,41045,5461,77944.03,Completed,,
38970,41046,48888,31438.18,Completed,,
38971,41047,1663,1708.18,Completed,,
38972,41048,27190,119735.87,Completed,,
38973,41049,5094,333.82,Completed,,
38974,41051,13660,8309.09,Completed,,
38975,41052,15163,17025.15,Completed,,
38976,41053,29907,8301.64,Completed,,
38977,41054,33882,126794.16,Completed,,
38978,41055,1091,47922.81,Completed,,
38979,41056,22232,9613.45,Completed,,
38980,41057,8235,129703.0,Completed,,
38981,41058,274,2764.8,Completed,,
38982,41059,41078,29196.3,Completed,,
38983,41060,44471,38815.38,Refunded,Size issue,2024-11-23 00:00:00
38984,41061,30509,103368.6,Failed,,
38985,41063,5149,25506.39,Completed,,
38986,41064,21376,5188.49,Completed,,
38987,41065,3890,293480.61,Completed,,
38988,41066,47233,24646.44,Completed,,
38989,41067,17620,119658.41,Completed,,
38990,41068,12717,49338.15,Completed,,
38991,41069,19629,465.51,Completed,,
38992,41070,18195,72258.97,Refunded,Changed mind,2025-08-18 00:00:00
38993,41071,34767,953.04,Completed,,
38994,41072,45919,182513.38,Completed,,
38995,41073,29827,159656.02,Completed,,
38996,41074,15178,56910.33,Completed,,
38997,41076,19440,15981.5,Completed,,
38998,41077,26198,59758.42,Completed,,
38999,41078,18718,37985.88,Completed,,
39000,41080,2899,23911.67,Completed,,
39001,41081,10718,4613.76,Completed,,
39002,41082,34360,50011.97,Completed,,
39003,41083,33918,382335.38,Completed,,
39004,41084,13932,263459.47,Completed,,
39005,41085,6033,114643.16,Completed,,
39006,41086,20922,113896.95,Refunded,Wrong Item,2025-09-14 00:00:00
39007,41087,6381,18055.29,Completed,,
39008,41088,27456,5003.32,Completed,,
39009,41089,12855,127015.74,Completed,,
39010,41090,25430,29001.37,Completed,,
39011,41092,46726,6930.67,Failed,,
39012,41093,38125,17004.26,Completed,,
39013,41094,6365,143794.97,Completed,,
39014,41095,5756,29123.56,Completed,,
39015,41096,33855,42967.92,Completed,,
39016,41097,43680,58922.24,Failed,,
39017,41098,13532,74435.77,Completed,,
39018,41099,27230,171930.57,Completed,,
39019,41100,37234,162922.17,Completed,,
39020,41101,32787,5935.68,Completed,,
39021,41102,42257,13452.78,Failed,,
39022,41103,48523,302078.77,Completed,,
39023,41104,16903,63787.21,Completed,,
39024,41105,780,20009.34,Completed,,
39025,41106,11428,83202.88,Completed,,
39026,41107,24767,254579.33,Completed,,
39027,41108,35761,96236.76,Completed,,
39028,41109,7594,20154.65,Completed,,
39029,41110,4338,107314.0,Completed,,
39030,41111,21436,535564.14,Completed,,
39031,41112,18507,209734.41,Completed,,
39032,41113,46279,137374.98,Failed,,
39033,41114,11309,51136.59,Completed,,
39034,41115,43897,69863.64,Completed,,
39035,41116,40304,47325.22,Completed,,
39036,41117,13413,62400.65,Completed,,
39037,41118,1774,214742.24,Completed,,
39038,41119,38959,27629.34,Completed,,
39039,41120,5865,9972.78,Completed,,
39040,41121,25699,177688.7,Completed,,
39041,41122,24753,23865.84,Completed,,
39042,41123,21996,17577.64,Failed,,
39043,41124,3639,254447.05,Completed,,
39044,41125,22832,42070.3,Completed,,
39045,41126,26594,941.63,Completed,,
39046,41127,20922,32641.99,Completed,,
39047,41128,20565,236093.02,Completed,,
39048,41131,2393,388268.26,Completed,,
39049,41132,45384,59284.42,Completed,,
39050,41133,19901,21977.01,Completed,,
39051,41134,25585,68286.45,Completed,,
39052,41135,1993,142793.92,Refunded,Wrong Item,2025-08-18 00:00:00
39053,41136,20287,14381.9,Completed,,
39054,41137,6088,11916.67,Completed,,
39055,41138,31016,150727.95,Failed,,
39056,41139,29047,38679.61,Completed,,
39057,41141,28327,11214.77,Completed,,
39058,41142,44622,138925.93,Completed,,
39059,41143,1267,427261.4,Completed,,
39060,41144,25577,212582.42,Completed,,
39061,41145,34822,41264.52,Completed,,
39062,41146,37377,143633.18,Refunded,Size issue,2024-08-28 00:00:00
39063,41147,7146,2938.89,Completed,,
39064,41148,33442,20149.45,Refunded,Not liked,2024-04-11 00:00:00
39065,41149,30967,151293.52,Completed,,
39066,41150,35289,35169.21,Completed,,
39067,41152,7254,12961.6,Completed,,
39068,41153,2954,38736.06,Completed,,
39069,41154,47671,111012.63,Completed,,
39070,41155,10562,20771.71,Completed,,
39071,41156,10444,105347.59,Completed,,
39072,41157,5508,242684.04,Completed,,
39073,41158,10353,32890.67,Completed,,
39074,41159,14487,4963.12,Failed,,
39075,41160,31555,90453.23,Completed,,
39076,41161,39028,16167.42,Completed,,
39077,41162,28091,113180.84,Completed,,
39078,41163,47432,49203.98,Completed,,
39079,41165,10575,31846.32,Completed,,
39080,41166,32266,298104.44,Completed,,
39081,41167,39062,314059.8,Completed,,
39082,41168,13542,2785.03,Failed,,
39083,41169,46567,38939.81,Refunded,Size issue,2025-01-05 00:00:00
39084,41170,5707,1720.5,Completed,,
39085,41171,32035,23721.6,Completed,,
39086,41172,18553,154287.51,Completed,,
39087,41174,24734,12546.63,Completed,,
39088,41175,15367,106190.43,Completed,,
39089,41177,22063,33521.09,Completed,,
39090,41178,6130,24039.42,Failed,,
39091,41179,27749,31443.12,Completed,,
39092,41180,46949,22309.54,Completed,,
39093,41181,44213,39774.63,Completed,,
39094,41182,22873,74331.18,Completed,,
39095,41183,43933,163726.53,Completed,,
39096,41184,12568,242846.34,Failed,,
39097,41185,24645,12187.54,Completed,,
39098,41186,46034,5309.55,Failed,,
39099,41187,18636,22334.64,Completed,,
39100,41188,44081,50204.07,Completed,,
39101,41189,19714,70165.2,Completed,,
39102,41190,1717,3062.73,Completed,,
39103,41191,18863,6597.71,Completed,,
39104,41192,24904,276007.54,Completed,,
39105,41193,9071,392718.28,Completed,,
39106,41194,8877,288351.81,Completed,,
39107,41195,47756,118086.3,Completed,,
39108,41196,10266,53880.18,Completed,,
39109,41197,39764,164477.58,Completed,,
39110,41198,16254,322942.71,Completed,,
39111,41199,3177,47913.89,Completed,,
39112,41200,45915,64398.88,Refunded,Changed mind,2024-07-04 00:00:00
39113,41201,31856,99868.53,Completed,,
39114,41202,39389,316980.77,Completed,,
39115,41203,22456,43397.6,Completed,,
39116,41204,29612,171466.62,Failed,,
39117,41205,16650,120814.89,Completed,,
39118,41206,32492,68993.01,Refunded,Changed mind,2025-01-29 00:00:00
39119,41207,24002,213387.5,Completed,,
39120,41208,6257,249076.06,Completed,,
39121,41209,31877,18835.53,Completed,,
39122,41211,19223,44618.0,Completed,,
39123,41212,2685,236353.32,Refunded,Not liked,2025-04-24 00:00:00
39124,41213,37329,605323.44,Completed,,
39125,41214,25343,16811.47,Completed,,
39126,41215,23109,30442.28,Completed,,
39127,41216,28061,74569.65,Completed,,
39128,41218,295,2911.4,Completed,,
39129,41219,16623,27606.06,Completed,,
39130,41220,179,65418.48,Completed,,
39131,41221,4089,48.64,Completed,,
39132,41222,40815,14441.11,Completed,,
39133,41223,36160,86672.97,Failed,,
39134,41224,32570,53448.46,Completed,,
39135,41225,10515,22191.49,Failed,,
39136,41226,36877,8599.15,Completed,,
39137,41227,32373,168400.33,Refunded,Size issue,2024-03-11 00:00:00
39138,41228,29472,9022.9,Completed,,
39139,41229,39459,5267.75,Completed,,
39140,41230,15016,40392.08,Completed,,
39141,41231,10649,133.13,Completed,,
39142,41232,44178,243870.46,Completed,,
39143,41233,41422,12547.56,Completed,,
39144,41234,1285,132234.21,Completed,,
39145,41235,45009,39792.26,Completed,,
39146,41236,10678,2111.6,Failed,,
39147,41237,4704,3147.92,Completed,,
39148,41238,41297,164862.95,Failed,,
39149,41239,16198,5789.02,Completed,,
39150,41240,35872,656.34,Completed,,
39151,41241,38093,19092.35,Completed,,
39152,41242,46690,315190.31,Completed,,
39153,41243,28855,268972.8,Completed,,
39154,41244,41604,34876.69,Completed,,
39155,41245,34219,3154.04,Completed,,
39156,41246,31006,209391.78,Completed,,
39157,41247,10933,1828.78,Completed,,
39158,41248,43794,309508.26,Refunded,Wrong Item,2024-04-16 00:00:00
39159,41249,46943,144627.74,Completed,,
39160,41250,40062,42968.47,Completed,,
39161,41251,19682,2919.2,Completed,,
39162,41252,21515,14165.16,Completed,,
39163,41253,5092,10918.17,Completed,,
39164,41254,15679,280068.8,Completed,,
39165,41255,28924,37224.57,Failed,,
39166,41256,20699,1747.86,Completed,,
39167,41257,12576,123802.19,Completed,,
39168,41258,23788,22696.18,Completed,,
39169,41259,18482,173312.22,Completed,,
39170,41260,31842,544.27,Completed,,
39171,41261,41713,31694.84,Completed,,
39172,41262,4399,22648.22,Completed,,
39173,41263,20469,14297.36,Completed,,
39174,41264,28849,257537.68,Failed,,
39175,41265,12350,40410.3,Completed,,
39176,41266,3637,75631.66,Completed,,
39177,41267,24700,39057.98,Refunded,Not liked,2024-01-24 00:00:00
39178,41268,13120,25823.02,Failed,,
39179,41269,32613,50710.63,Completed,,
39180,41270,36285,279909.7,Refunded,Changed mind,2025-10-23 00:00:00
39181,41272,43380,67865.51,Completed,,
39182,41273,48861,102547.64,Completed,,
39183,41274,46951,2256.62,Completed,,
39184,41275,3595,36549.67,Completed,,
39185,41276,28966,60239.78,Completed,,
39186,41277,39849,6443.28,Completed,,
39187,41278,38569,35615.63,Completed,,
39188,41279,25220,11774.62,Completed,,
39189,41280,11748,35003.31,Completed,,
39190,41281,12884,186114.8,Completed,,
39191,41282,4451,48857.91,Failed,,
39192,41283,39694,105114.28,Completed,,
39193,41284,40444,37475.08,Completed,,
39194,41285,15113,147054.77,Failed,,
39195,41286,41104,9553.77,Completed,,
39196,41287,29875,90336.25,Completed,,
39197,41288,49634,69148.78,Completed,,
39198,41289,26227,146871.67,Completed,,
39199,41290,27042,8415.02,Failed,,
39200,41291,43759,242672.6,Completed,,
39201,41292,11020,200288.48,Completed,,
39202,41293,13052,28803.67,Completed,,
39203,41294,29150,85198.87,Completed,,
39204,41295,24899,14849.48,Completed,,
39205,41296,36917,16220.31,Failed,,
39206,41297,28789,328440.42,Completed,,
39207,41298,2909,108079.56,Completed,,
39208,41299,7145,91312.05,Failed,,
39209,41300,19460,221182.0,Completed,,
39210,41301,7148,26278.22,Failed,,
39211,41302,24178,48628.12,Completed,,
39212,41303,39656,1753.41,Completed,,
39213,41304,26268,188778.72,Completed,,
39214,41305,9641,23382.24,Completed,,
39215,41306,33894,82446.92,Completed,,
39216,41307,41660,27471.32,Completed,,
39217,41308,30001,26986.42,Completed,,
39218,41311,23539,55050.59,Completed,,
39219,41312,24445,212975.43,Completed,,
39220,41313,27179,20527.78,Completed,,
39221,41315,31285,141427.48,Completed,,
39222,41316,24035,117480.1,Completed,,
39223,41317,22011,12239.68,Completed,,
39224,41318,24683,113130.33,Completed,,
39225,41319,31024,228135.51,Completed,,
39226,41320,3190,6555.81,Completed,,
39227,41321,20163,12608.1,Completed,,
39228,41322,33477,288818.33,Failed,,
39229,41323,26280,94554.2,Completed,,
39230,41324,9425,969.66,Completed,,
39231,41325,5815,71747.55,Completed,,
39232,41326,48464,264578.26,Completed,,
39233,41327,21945,32978.19,Completed,,
39234,41328,40922,61359.47,Completed,,
